Name:,Address:,County:,Type:,Capacity,Status:,Closed Date:,License Number,License Status,Licensee Name,Zip,URL,,
A TOUCH OF LOVE DAYCARE (REGINA JACKSON-HILBURN),"4880 EVA ST                                  SAGINAW , MI 48601
                                 Phone: (989) 233-9918",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF730398036,REGULAR,"JACKSON - HILBURN, REGINA",48601,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730398036,,
A'S LEARN AND GROW PLAYCARE,"505 HUGHES                                  CHARLOTTE , MI 48813
                                 Phone: (517) 231-5184",EATON,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF230403629,REGULAR,"TURNER, ASHLEY",48813,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF230403629,,
A-B CHILD CARE,"3640 SWARTHOUT                                  PINCKNEY , MI 48169
                                 Phone: (734) 878-0457",LIVINGSTON,CHILD CARE CENTER,20,CLOSED,8/26/2019,DC470088908,CLOSED,BRENDA LUCHS & ANN FIEREK,48169,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC470088908,,
A. TYUS MONTESSORI,"20092 TRINITY                                  DETROIT , MI 48219
                                 Phone: (313) 652-4925",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,3/4/2022,DF820407684,CLOSED,SHELBY BLACKLEY,48219,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820407684,,
A.C. EDGERTON,"11218 N LINDEN RD                                  CLIO , MI 48420
                                 Phone: (810) 591-7678",GENESEE,CHILD CARE CENTER,36,CLOSED,8/30/2021,DC250296420,CLOSED,CLIO COMMUNITY EDUCATION,48420,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250296420,,
A.C.T. LEARNING SYSTEMS,"SUITE 1  1510 W. COURT ST.                                                                FLINT , MI 48503
                                 Phone: (810) 239-3550",GENESEE,CHILD CARE CENTER,50,CLOSED,8/2/2021,DC250404840,CLOSED,A.C.T. LEARNING SYSTEMS,48503,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250404840,,
A3 DAYCARE,"12920 BARRY LANE                                  WAYLAND , MI 49348
                                 Phone: (231) 327-1185",BARRY,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,7/19/2019,DF080395290,CLOSED,"VERMILYEA-OPPENHEIME, LAURA",49348,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF080395290,,
AA OPEN SCHOOL ESP,"MACK SCHOOL  920 MILLER AVENUE                                                                ANN ARBOR , MI 48103
                                 Phone: (734) 994-2300",WASHTENAW,CHILD CARE CENTER,100,ACTIVE,N/A,DC810019099,REGULAR,ANN ARBOR PUBLIC SCHOOLS COMM EDUC & RECREATION,48103,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810019099,,
ABBEY CARLSON,"130 KATERS DRIVE                                  MARQUETTE , MI 49855
                                 Phone: (906) 458-0983",MARQUETTE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,5/5/2021,DG520390271,CLOSED,"CARLSON, ABBEY",49855,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG520390271,,
ABBEY RILEY,"1058 GLENMEADOW CT                                  SAGINAW , MI 48638
                                 Phone: (989) 414-7539",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,1/22/2020,DF730397880,CLOSED,"APPOLD, ABIGAIL",48638,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730397880,,
ABBEY' S DAYCARE,"8275 S HURON RIVER DRIVE                                  YPSILANTI , MI 48197
                                 Phone: (734) 485-8357",WASHTENAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF810385317,REGULAR,ABEIR NIMER,48197,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF810385317,,
ABBOT ESP,"2670 SEQUOIA PARKWAY                                  ANN ARBOR , MI 48103
                                 Phone: (734) 994-2300",WASHTENAW,CHILD CARE CENTER,100,ACTIVE,N/A,DC810019153,REGULAR,ANN ARBOR PUBLIC SCHOOLS COMM EDUC & RECREATION,48103,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810019153,,
"ABBOTT NURSERY SCHOOL, INC.","800 ABBOT ROAD                                  EAST LANSING , MI 48823
                                 Phone: (517) 351-7410",INGHAM,CHILD CARE CENTER,22,ACTIVE,N/A,DC330016444,REGULAR,"ABBOTT NURSERY SCHOOL, INC.",48823,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330016444,,
"ABBOTT, AIMEE","520 S. GENUINE RD.                                  MT. PLEASANT , MI 48858
                                 Phone: (989) 339-0265",ISABELLA,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,10/17/2019,DF370384563,CLOSED,"ABBOTT, AIMEE",48858,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF370384563,,
ABBY'S PLACE,"1927 ELM ST                                  HOLT , MI 48842
                                 Phone: (517) 703-3098",INGHAM,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,12/21/2019,DF330390789,CLOSED,"SWIX, KASI",48842,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF330390789,,
ABC & 123 LEARNING CHILDCARE-PRESCHOOL,"10570 SCRANTON AVE. NE                                  GREENVILLE , MI 48838
                                 Phone: (616) 835-5025",KENT,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG410386063,REGULAR,"LEHMAN, NICOLE",48838,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG410386063,,
ABC 123 DAYCARE,"1223 MORGAN AVE.                                  MUSKEGON , MI 49442
                                 Phone: (231) 288-0273",MUSKEGON,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG610383759,REGULAR,"CUNNINGHAM, CHRISTINE",49442,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG610383759,,
ABC ACADEMY  V,"1143 N. BROWN STREET                                  JACKSON , MI 49202
                                 Phone: (517) 784-9161",JACKSON,CHILD CARE CENTER,36,CLOSED,10/14/2020,DC380385308,CLOSED,"ABC ACADEMY, INC",49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380385308,,
ABC ACADEMY CHILD CARE & DEV. C,"800 LAURENCE STREET                                  JACKSON , MI 49202
                                 Phone: (517) 201-2247",JACKSON,CHILD CARE CENTER,84,ACTIVE,N/A,DC380402737,REGULAR,PREMIER MI JACKSON LLC,49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380402737,,
ABC ACADEMY CHILD CARE AND DEV C,"800 LAURENCE STREET                                  JACKSON , MI 49202
                                 Phone: (517) 783-3040",JACKSON,CHILD CARE CENTER,84,CLOSED,10/14/2020,DC380018460,CLOSED,"ABC ACADEMY, INC",49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380018460,,
ABC ACADEMY II,"3210 LANSING AVENUE                                  JACKSON , MI 49202
                                 Phone:",JACKSON,CHILD CARE CENTER,172,ACTIVE,N/A,DC380402736,REGULAR,PREMIER MI JACKSON LLC,49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380402736,,
ABC ACADEMY II,"3210 LANSING AVENUE                                  JACKSON , MI 49202
                                 Phone: (517) 784-9161",JACKSON,CHILD CARE CENTER,150,CLOSED,10/14/2020,DC380021333,CLOSED,"ABC ACADEMY, INC",49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380021333,,
100 ACRE WOOD DAYCARE CENTER,"1340 ONONDAGA RD.                                  HOLT , MI 48842
                                 Phone: (517) 694-2458",INGHAM,CHILD CARE CENTER,73,ACTIVE,N/A,DC330299143,REGULAR,100 ACRE WOOD DAYCARE,48842,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330299143,,
ABC ACADEMY III,"JACKSON COMM COLLEGE  2111 EMMONS ROAD                                                                JACKSON , MI 49201
                                 Phone: (517) 768-9323",JACKSON,CHILD CARE CENTER,76,CLOSED,10/14/2020,DC380078107,CLOSED,"ABC ACADEMY, INC",49201,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380078107,,
ABC ACADEMY IV,"405 S. MAIN STREET                                  CONCORD , MI 49237
                                 Phone: (517) 740-0167",JACKSON,CHILD CARE CENTER,56,CLOSED,10/15/2020,DC380384493,CLOSED,"ABC ACADEMY, INC",49237,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380384493,,
ABC ACADEMY IV,"405 S. MAIN STREET                                  CONCORD , MI 49237
                                 Phone: (517) 784-9161",JACKSON,CHILD CARE CENTER,56,ACTIVE,N/A,DC380402740,REGULAR,PREMIER MI JACKSON LLC,49237,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380402740,,
ABC ACADEMY V,"1143 N. BROWN STREET                                  JACKSON , MI 49202
                                 Phone: (517) 581-0568",JACKSON,CHILD CARE CENTER,36,ACTIVE,N/A,DC380402741,REGULAR,PREMIER MI JACKSON LLC,49202,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380402741,,
ABC ACADEMY VI,"3450 KIBBY ROAD                                  JACKSON , MI 49203
                                 Phone: (517) 745-0007",JACKSON,CHILD CARE CENTER,18,CLOSED,10/14/2020,DC380389957,CLOSED,"ABC ACADEMY, INC",49203,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380389957,,
ABC ACADEMY VI,"3450 KIBBY ROAD                                  JACKSON , MI 49203
                                 Phone: (517) 784-9161",JACKSON,CHILD CARE CENTER,18,ACTIVE,N/A,DC380402738,REGULAR,PREMIER MI JACKSON LLC,49203,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC380402738,,
"ABC ACRES CHILDCARE, LLC","10617 W. U AVENUE                                  SCHOOLCRAFT , MI 49087
                                 Phone: (269) 329-8733",KALAMAZOO,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG390409142,REGULAR,TERESA CHAPIN,49087,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG390409142,,
ABC CHILDCARE LEARNING CENTERS - WEST,"3533 STATE STREET                                  SAGINAW , MI 48602
                                 Phone: (989) 792-2920",SAGINAW,CHILD CARE CENTER,60,ACTIVE,N/A,DC730305872,REGULAR,ABC CHILDCARE LEARNING CENTERS LLC,48602,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC730305872,,
ABC DAY CARE,"315 MAIN ST                                  ESSEXVILLE , MI 48732
                                 Phone: (989) 890-7833",BAY,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF090404521,REGULAR,"STEFFEN, LISA",48732,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF090404521,,
ABC DAYCARE,"116 N. BANKSON STREET                                  ST. LOUIS , MI 48880
                                 Phone: (989) 289-7860",GRATIOT,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG290332003,REGULAR,"DAVIS, ALMA",48880,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG290332003,,
ABC EARLY LEARNING CENTER,"L-109  29829 TELEGRAPH ROAD                                                                SOUTHFIELD , MI 48034
                                 Phone: (248) 355-3276",OAKLAND,CHILD CARE CENTER,60,CLOSED,8/27/2020,DC630248482,CLOSED,BROWN INVESTMENT GROUP,48034,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630248482,,
ABC EARLY LEARNING CENTER 2,"21100 SOUTHFIELD                                  SOUTHFIELD , MI 48075
                                 Phone: (248) 327-7435",OAKLAND,CHILD CARE CENTER,60,CLOSED,9/1/2020,DC630318274,CLOSED,BROWN EDUCATIONAL SERVICES LLC,48075,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630318274,,
ABC GROW & LEARN CHILDREN'S CENTER,"420 S. OCCIDENTAL HIGHWAY                                  TECUMSEH , MI 49286
                                 Phone: (517) 423-0461",LENAWEE,CHILD CARE CENTER,125,ACTIVE,N/A,DC460316970,REGULAR,ABC GROW AND LEARN CHILDREN'S CENTER CO.,49286,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC460316970,,
ABC GROW & LEARN CHILDREN'S CTR - ADRIAN,"SUITE 4  415 MILL ROAD                                                                ADRIAN , MI 49221
                                 Phone: (517) 264-5100",LENAWEE,CHILD CARE CENTER,60,ACTIVE,N/A,DC460352090,REGULAR,WYERS AND BARNES LLC,49221,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC460352090,,
ABC KIDS,"1558 W SHAWNEE RD LOT 205                                  BARODA , MI 49101
                                 Phone: (269) 944-9599",BERRIEN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,7/14/2021,DF110406649,CLOSED,"KIRBY, HEATHER",49101,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF110406649,,
ABC KIDS CARE,"1439 W GENESEE ST                                  LAPEER , MI 48446
                                 Phone: (248) 818-4758",LAPEER,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG440411941,ORIGINAL,SHAW MERCEDES,48446,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG440411941,,
ABC KIDS DAYCARE,"3908 MEADOW LANE                                  ST. JOSEPH , MI 49085
                                 Phone: (269) 944-9599",BERRIEN,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG110409030,ORIGINAL,"KIRBY, HEATHER",49085,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG110409030,,
ABC LEARNING CENTER,"607 E. SAGINAW #300                                  GRAND LEDGE , MI 48837
                                 Phone: (517) 627-6721",EATON,CHILD CARE CENTER,37,CLOSED,3/11/2022,DC230312880,CLOSED,"ABC LEARNING CENTER, LLC",48837,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230312880,,
ABC LEARNING CENTER LLC,"20507 SCHOOLCRAFT                                  DETROIT , MI 48223
                                 Phone: (810) 422-3648",WAYNE,CHILD CARE CENTER,18,CLOSED,1/6/2022,DC820407128,CLOSED,ABC LEARNING CENTER LLC,48223,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820407128,,
ABC'S & 123'S DAY CARE,"4037 OXBOW ROAD                                  SODUS , MI 49126
                                 Phone: (269) 861-2269",BERRIEN,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,9/10/2021,DG110338586,CLOSED,"JOHNSON, MARY",49126,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG110338586,,
ABC'S & 123'S HOME DAYCARE,"36491 MAPLE LEAF                                  NEW BALTIMORE , MI 48047
                                 Phone: (586) 716-2752",MACOMB,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG500284715,REGULAR,"MARTIN, LINDA",48047,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG500284715,,
ABC/ALGONAC CHILDCARE PROGRAM,"9541 PHELPS RD                                  ALGONAC , MI 48001
                                 Phone: (810) 794-8895",ST. CLAIR,CHILD CARE CENTER,192,ACTIVE,N/A,DC740022452,REGULAR,ALGONAC COMMUNITY SCHOOLS,48001,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC740022452,,
"ABDELJABER, NAJAH","206 CARRIAGE WAY                                  YPSILANTI , MI 48197
                                 Phone: (734) 834-0618",WASHTENAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,12/19/2019,DF810311123,CLOSED,"ABDELJABER, NAJAH",48197,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF810311123,,
"ABDILE, FATUMA","3867 CAMELOT                                  GRAND RAPIDS , MI 49546
                                 Phone: (616) 498-6434",KENT,CHILD CARE FAMILY HOME (CAPACITY 1-6),3,CLOSED,11/14/2019,DF410383752,CLOSED,"ABDILE, FATUMA",49546,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF410383752,,
ABEER SALAMEN,"47855 FOREST COURT                                  NORTHVILLE , MI 48168
                                 Phone: (248) 974-4522",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF820355049,REGULAR,"SALAMEN, ABEER",48168,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820355049,,
ABEIR NIMER,"8275 S. HURON RIVER DR.                                  YPSILANTI , MI 48197
                                 Phone: (734) 485-8357",WASHTENAW,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,6/17/2022,DG810411026,CLOSED,ABEIR NIMER,48197,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG810411026,,
ABERDEEN ELEMENTARY,"928 ABERDEEN, N.E.                                  GRAND RAPIDS , MI 49505
                                 Phone: (616) 819-2868",KENT,CHILD CARE CENTER,120,ACTIVE,N/A,DC410296701,REGULAR,GRAND RAPIDS PUBLIC SCHOOLS,49505,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC410296701,,
ABIDA AHMADANI,"5839 SAINT MARTIN COURT                                  YPSILANTI , MI 48197
                                 Phone: (734) 829-7133",WASHTENAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF810385758,REGULAR,ABIDA AHMADANI,48197,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF810385758,,
ABIDING PRESENCE PRESCHOOL,"1550 WALTON BOULEVARD                                  ROCHESTER HILLS , MI 48309
                                 Phone: (248) 678-2752",OAKLAND,CHILD CARE CENTER,99,ACTIVE,N/A,DC630022364,REGULAR,ABIDING PRESENCE LUTHERAN CHURCH,48309,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630022364,,
ABOVE & BEYOND CHILD CARE AND EDUCATION CENTER,"SUITE 1  2370 WALTON BLVD                                                                ROCHESTER HILLS , MI 48309
                                 Phone: (248) 630-7999",OAKLAND,CHILD CARE CENTER,59,ACTIVE,N/A,DC630337887,REGULAR,ABOVE & BEYOND CHILD CARE AND EDUCATION CENTER,48309,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630337887,,
ABOVE & BEYOND LEARNING CHILD CARE CENTER,"19741 VAN DYKE ST.                                  DETROIT , MI 48234
                                 Phone: (313) 657-9001",WAYNE,CHILD CARE CENTER,60,ACTIVE,N/A,DC820292160,REGULAR,ABOVE AND BEYOND LEARNING CHILD CARE CENTER LLC,48234,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820292160,,
ABUNDANCE OF CARE,"3521 WILLIAMS ST                                  INKSTER , MI 48141
                                 Phone: (313) 982-2832",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF820411065,ORIGINAL,"BOND, CHRISTHA",48141,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820411065,,
ABUNDANT LOVE,"105 LYNN DRIVE                                  BATTLE CREEK , MI 49037
                                 Phone: (269) 248-2418",CALHOUN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,5/28/2021,DF130406271,CLOSED,"JORDAN, ROSHALL",49037,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF130406271,,
